alert_id,detected_timestamp,resolved_timestamp,hostname,user_id,endpoint_product,alert_name,severity,status,description,file_path,process_name,sha256,assigned_to,device_criticality
EPA00004699,2026-06-09 04:50:07,2026-09-04 04:50:07,LPT-12780,EMP12780,CrowdStrike,Suspicious PowerShell Execution,LOW,CLOSED,Process attempted to access sensitive directory.,C:\Users\Public\Downloads\invoice.exe,chrome.exe,36589656e0b747a11cdb144964395e5505797a38b17ed3ca6b8df3b24ebe1014,,H
EPA00000697,,,LPT-10750,EMP10750,Windows Defender,Ransomware Activity,MEDIUM,New,Alert triggered by abnormal network connection.,C:\Users\user\Desktop\salary.xlsx,,b6d014ea7b66c94b253c23b7ce7585f93953aef848c006b3dde2c0d40fb03feb,unassigned,Medium
EPA00004604,2026-08-20 02:09:20,,LPT-12355.corp.local,EMP12355,McAfee,Malware detected,MEDIUM,Unassigned,Endpoint protection detected suspicious activity on host.,C:\ProgramData\svc\agent.dll,chrome.exe,552d8835d5ebd128192660665ac1f181f3a7aab67c5d97de64da4ea391cb99c5,soc.analyst1,
EPA00001374,2026-08-24 05:28:33,2026-08-27 00:00:00,LPT-11085,EMP11085,CrowdStrike,Lateral movement detected,CRITICAL,Active,Multiple failed attempts to disable security agent.,C:\Users\Public\Downloads\invoice.exe,msedge.exe,c46bb7fafa24dd5b577b4a8fef4482b5e3f64b391aae8277491d67c6f9b7402c,unassigned,M
EPA00000857,2026-08-21 00:00:00,,LPT_11017,EMP11017,McAfee,Unusual admin share access,MEDIUM,Resolved,User reported machine slowdown after popup. AV alert generated.,C:\Windows\System32\drivers\etc\hosts,unknown,ed2cca4ff66ecd09806cadce07913156bd2f266b4bbd28bcc40398fe20697c70,,High
EPA00000859,,2026-08-15 01:21:40,LPT-12718,EMP12718,SentinelOne,Malware detected,LOW,Not Malicious,Multiple failed attempts to disable security agent.,E:\Backup\data.rar,chrome.exe,09c110056e65f076d9ef79d6ac4dbcd8ef3857b6d3013ae3a0429b876ae030ed,incident.team,Low
EPA00000473,2026-09-04 00:04:58,2026-09-05 08:04:00,LPT-10872,EMP10872,McAfee,Unauthorized USB,MEDIUM,New,Endpoint agent blocked execution. Review required.,E:\Backup\data.rar,chrome.exe,6968ce6ba39519c59624b89be078e0221f69eb0dc241519c7cf19fec8eaee618,incident.team,Low
EPA00002645,2026-08-30 00:00:00,2026-09-02 00:00:00,ws-11393,EMP11393,Quick Heal,USB device blocked,LOW,RESOLVED,Alert triggered by abnormal network connection.,,,5c835dc6dbe96033f9109f0e322f710490615bf2d4752a7620f079aecd1e1a25,incident.team,M
EPA00007051,2026-08-11 06:07:03,,vdr-11253,EMP11253,CrowdStrike,Phishing URL blocked,MEDIUM,IN_PROGRESS,Alert generated from heuristic engine. Possible false positive.,C:\Windows\System32\drivers\etc\hosts,,ca448e9ee13cd9151ea071036311120b3ac6f947ccc140043730b1c6ed501c7a,incident.team,Low
EPA00006201,2026-08-19 00:00:00,,LPT-10538,EMP10538,SentinelOne,Credential dumping attempt,MEDIUM,NEW,Process attempted to access sensitive directory.,,explorer.exe,1e317cb0a63444f68974f85bdc701d344d0ed425046468c03ca3cb48d61e7c87,,Critical
EPA00006466,2026-08-20 20:44:57,2026-08-23 00:00:00,WS-11698.corp.local,EMP11698,SYMANTEC,Ransomware Activity,HIGH,Unassigned,Malicious file blocked. User notified. Need validation.,,,a6fecc363c2f6987d251ef129dc36d4d5fc7baff8fd78c66387c380e231f60ca,admin,CRITICAL
EPA00007663,2026-08-23 01:27:25,2026-08-26 08:27:25,ws-12117,EMP12117,Quick Heal,Unauthorized USB,LOW,N,Threat detected after file download from external website.,C:\Windows\Temp\update.tmp,cmd.exe,B254DAC3290874010617F9F0C95CA3E3191EB276757EB5908D9626DF6AB51FDD,soc.analyst2,
EPA00005747,,2026-08-15 23:45:49,WS-10991,EMP10991,Windows Defender,Unauthorized USB,LOW,Unassigned,Alert generated from heuristic engine. Possible false positive.,C:\Windows\System32\drivers\etc\hosts,explorer.exe,32fde27f68f8cb0189ef961e1f2100e276684b0c2d8ae2d462f6a756d641ce80,soc.analyst2,MEDIUM
EPA00001418,2026-09-09 06:56:26,2026-10-09 09:56:26,ws-11803,EMP11803,McAfee,Malware detected,CRITICAL,Active,Multiple failed attempts to disable security agent.,E:\Backup\data.rar,explorer.exe,167a5afeff097fe5572967fb3d300a1c3331a31eb2682eb5e49f064c70a5df2b,soc.analyst2,LOW
EPA00000812,2026-08-30 16:18:14,,WS_11536,EMP11536,Carbon Black,Ransomware Activity,HIGH,Investigating,Endpoint protection detected suspicious activity on host.,C:\Windows\System32\drivers\etc\hosts,cmd.exe,44adbf080736612925c44c4edb344,,L
EPA00004249,2026-08-11 00:00:00,,VDR-10914,EMP10914,McAfee,Browser hijack attempt,HIGH,OPEN,Endpoint agent blocked execution. Review required.,C:\Windows\Temp\update.tmp,,e140c67bd72dd6ea11188559bc4162c6d6f0c0f95f0cf7ddaa90df6f6f40ecb3,soc.analyst1,CRITICAL
EPA00000958,2026-08-20 19:06:13,,WS-12834,EMP12834,Kaspersky,Browser hijack attempt,CRITICAL,Active,Threat detected after file download from external website.,,winword.exe,,soc.analyst2,LOW
EPA00007606,2026-08-06 00:00:00,,lpt-11716,EMP11716,Defender,Credential dumping attempt,LOW,RESOLVED,Process attempted to access sensitive directory.,C:\Users\user\Desktop\salary.xlsx,cmd.exe,05f644ee5e3ad012ccaa21aab2d2bbaa868bc73576d2b8f3e66f63e32e0f268d,,HIGH
EPA00002477,2026-08-09 01:03:51,,WS-10866,EMP10866,Carbon Black,Browser hijack attempt,LOW,N,Endpoint protection detected suspicious activity on host.,,powershell.exe,a18d0d9a84a83b0e8f,,
EPA00007482,2026-08-04 01:52:08,2026-08-04 09:52:08,LPT_12704,EMP12704,Defender,MALWARE_DETECTED,MEDIUM,FP,Process attempted to access sensitive directory.,E:\Backup\data.rar,msedge.exe,45d13297604cdfdd4876ab6b55bbd47365ec96d19594a124aaf310e7b6fa2c4b,unassigned,High
EPA00002359,2026-09-08 07:09:00,2026-09-11 22:09:43,VDR-12020,EMP12020,McAfee,suspicious_powershell,HIGH,Open,Alert triggered by abnormal network connection.,C:\Windows\System32\drivers\etc\hosts,python.exe,06b64f597df772818ef46c6295de3cefc6f444ef8fb444079956a8d343f29272,admin,
EPA00005929,,2026-08-13 22:37:20,WS-12360,EMP12360,Kaspersky,Phishing URL blocked,MEDIUM,R,Endpoint protection detected suspicious activity on host.,C:\Users\user\AppData\Local\Temp\cache.bin,python.exe,da9318f61bc94af7fbce3d8439709ebcf15ad09b2e12faf86cfb431f52e31816,incident.team,
EPA00006035,2026-08-11 15:12:09,2026-08-16 05:12:09,VDR-11930,EMP11930,SYMANTEC,ransomware_behavior,MEDIUM,CLOSED,Malicious file blocked. User notified. Need validation.,D:\Projects\scripts\cleanup.ps1,explorer.exe,b145ab084bd8e2812573a9b26c0f62f46c50427c3c8abe965c427b1d1e800d52,,Low
EPA00007594,2026-08-24 01:18:19,2026-08-27 19:18:19,WS-12751.corp.local,EMP12751,Defender,Credential dumping attempt,MEDIUM,NEW,Suspicious script execution observed. Logs attached.,C:\Users\user\Desktop\salary.xlsx,powershell.exe,fcbf0cad62a122d796dc22674fba2ec1884921b72aaa9c0a32ee28add994cce0,admin,CRITICAL
EPA00005915,2026-08-09 22:00:21,2026-08-12 02:00:21,VDR-11150,EMP11150,Carbon Black,MALWARE_DETECTED,CRITICAL,Active,Threat detected after file download from external website.,,excel.exe,870ce10390f05321b421fde2f1031db10ae97c5d8994d7c51b979d77cc3bd507,unassigned,
EPA00007773,,2026-08-31 00:00:00,lpt-12375,EMP12375,CrowdStrike,MALWARE_DETECTED,MEDIUM,In Progress,Process attempted to access sensitive directory.,D:\Projects\scripts\cleanup.ps1,python.exe,067e167eb6391bf562bda44baac64cb319a2e76a1e2c6f808da2e0694f5a8886,admin,LOW
EPA00006904,2026-08-06 18:32:52,,,EMP10506,McAfee,Trojan:Win32,LOW,Unassigned,Malicious file blocked. User notified. Need validation.,,,20772c275109be91064cec02851,,Medium
EPA00007229,2026-09-09 00:00:00,2026-09-14 07:10:11,LPT-10905.corp.local,EMP10905,Kaspersky,Credential dumping attempt,LOW,CLOSED,Alert generated from heuristic engine. Possible false positive.,C:\Users\Public\Downloads\invoice.exe,python.exe,3468c3e69ce74c3f1da1f48cb8a64,unassigned,Low
EPA00007109,2026-10-08 14:03:31,2026-08-13 18:03:31,VDR-10012,EMP10012,Quick Heal,Suspicious PowerShell Execution,LOW,New,Alert generated from heuristic engine. Possible false positive.,D:\Projects\scripts\cleanup.ps1,,,incident.team,MEDIUM
EPA00004354,,2026-08-27 18:46:38,WS_11022,EMP11022,SYMANTEC,suspicious_powershell,LOW,OPEN,Multiple failed attempts to disable security agent.,C:\Windows\System32\drivers\etc\hosts,explorer.exe,,soc.analyst1,CRITICAL
EPA00007808,2026-08-29 23:04:00,2026-08-28 16:04:06,VDR-11940,EMP11940,Defender,Lateral movement detected,CRITICAL,FALSE_POSITIVE,Endpoint protection detected suspicious activity on host.,,,3BACE7AF4286888D9B723B5D7810EAD0899A900C6476F02A920AA66318DDD2AB,soc.analyst1,MEDIUM
EPA00006650,,2026-09-01 20:23:02,LPT-11561,EMP11561,SYMANTEC,USB device blocked,LOW,OPEN,Multiple failed attempts to disable security agent.,C:\Users\user\AppData\Local\Temp\cache.bin,cmd.exe,aa9c10f1bdbd6dc4f45ffe14e656f5092237fe424ff11201cb625760c1632c7c,incident.team,H
EPA00006898,2026-08-23 19:30:23,2026-08-25 08:30:00,,EMP11136,Carbon Black,MALWARE_DETECTED,HIGH,Active,Multiple failed attempts to disable security agent.,C:\Windows\System32\drivers\etc\hosts,msedge.exe,bb74e070d71421ea70685372c5ee767b,,
EPA00000240,,,WS-12686,EMP12686,SYMANTEC,Credential dumping attempt,HIGH,New,Threat detected after file download from external website.,,cmd.exe,633982f579075d4dcbeb478a3d6bbf4d468637ef44139794ab7327ca2fbfa347,,M
EPA00006365,2026-08-13 20:24:40,2026-08-15 01:24:40,LPT-11062,EMP11062,Quick Heal,Keylogger suspected,LOW,Unassigned,Suspicious script execution observed. Logs attached.,E:\Backup\data.rar,cmd.exe,690afd5dc241f62a016c32e76eb23a1af07885dbbbb1ba5ea7bf218359cedfef,admin,Critical
EPA00003758,,2026-08-04 18:05:03,VDR_11394,EMP11394,Windows Defender,Trojan:Win32,MEDIUM,Unassigned,Suspicious script execution observed. Logs attached.,C:\Users\Public\Downloads\invoice.exe,,,unassigned,
EPA00003974,,2026-08-26 00:56:00,LPT-10522,EMP10522,SYMANTEC,Unauthorized USB,MEDIUM,Unassigned,User reported machine slowdown after popup. AV alert generated.,C:\Windows\System32\drivers\etc\hosts,winword.exe,9E6FF78328C2C59DAAE41B871AAD945927039DA06408D9371A082A092B7B38C5,admin,H
EPA00005188,2026-08-16 00:00:00,,,EMP11612,SYMANTEC,MALWARE_DETECTED,LOW,FP,Alert triggered by abnormal network connection.,E:\Backup\data.rar,powershell.exe,,,Low
EPA00006748,2026-08-29 12:37:13,2026-08-31 17:37:13,VDR-12023,EMP12023,SentinelOne,USB device blocked,LOW,Resolved,Suspicious script execution observed. Logs attached.,C:\Windows\System32\drivers\etc\hosts,python.exe,d50221e899461f417598f367dbf730cbe3dda7428683425f,soc.analyst1,
EPA00005426,2026-08-09 10:44:28,,LPT-11656,EMP11656,Windows Defender,Malware detected,HIGH,Resolved,Multiple failed attempts to disable security agent.,,unknown,98ea9967cecd02db11089c2ba9912b4985acb235542bdc425105db49163e5ac9,unassigned,Critical
EPA00002500,,2026-08-11 09:06:14,VDR-10296,EMP10296,Carbon Black,ransomware_behavior,LOW,Closed,Endpoint protection detected suspicious activity on host.,C:\Users\user\AppData\Local\Temp\cache.bin,python.exe,f2fd93c8066d1694131698428feb0ec3d75c0816fd6e45736d1204c223f174ac,soc.analyst1,HIGH
EPA00002930,2026-08-07 20:05:28,2026-08-09 00:00:00,WS-11211,EMP11211,SYMANTEC,Suspicious PowerShell Execution,HIGH,N,User reported machine slowdown after popup. AV alert generated.,,unknown,aa5e03168da6dc85be178d23542826bfe6a2bab7862a4efbd862eadf1ee1c0fd,admin,CRITICAL
EPA00001587,2026-08-21 00:00:00,2026-08-26 02:35:11,VDR-10135,EMP10135,Quick Heal,Unauthorized USB,MEDIUM,Resolved,User reported machine slowdown after popup. AV alert generated.,C:\Users\user\Desktop\salary.xlsx,powershell.exe,,unassigned,Medium
EPA00005738,,2026-08-29 15:30:34,LPT_11884,EMP11884,CrowdStrike,ransomware_behavior,MEDIUM,IN_PROGRESS,Endpoint protection detected suspicious activity on host.,C:\Users\user\AppData\Local\Temp\cache.bin,powershell.exe,532154aa8da9be6a8058b35063668278dc9a3681fc1121a6489c654786da86aa,unassigned,L
EPA00004191,,2026-08-29 12:53:47,WS-12170,EMP12170,Kaspersky,MALWARE_DETECTED,CRITICAL,False Positive,Threat detected after file download from external website.,,,96cffe09a99306fef075ef0f368b482a1b2b8be7bebc22649c79a8dbb2c361a7,incident.team,M
EPA00006761,,2026-09-11 21:34:15,ws-11860,EMP11860,SYMANTEC,MALWARE_DETECTED,HIGH,New,Alert generated from heuristic engine. Possible false positive.,D:\Projects\scripts\cleanup.ps1,chrome.exe,6128519d3b33127866b950d44563823d6b720a94b94f3b10db6cf6f6709c0ddc,soc.analyst1,MEDIUM
EPA00004251,2026-08-26 00:08:00,,VDR-12281,EMP12281,CrowdStrike,Credential dumping attempt,LOW,New,Threat detected after file download from external website.,E:\Backup\data.rar,python.exe,591daed499751107cb161f770c7859fd37f219720773786b08f6712923b3c78d,admin,Low
EPA00005721,,2026-08-02 03:38:30,lpt-12474,EMP12474,Quick Heal,Phishing URL blocked,CRITICAL,False Positive,Endpoint agent blocked execution. Review required.,C:\Users\user\AppData\Local\Temp\cache.bin,python.exe,975d98653850a57884dfae78631d4e267af72f4777c45287d89d842123fb8ba6,,
EPA00002886,2026-08-30 21:49:03,2026-09-02 22:49:03,WS-12410.corp.local,EMP12410,Carbon Black,Lateral movement detected,MEDIUM,Active,Endpoint agent blocked execution. Review required.,,cmd.exe,0edd030121e8f7d8a532191fb7f30ae68968e09f67eb93c88b5144e6aadb1650,soc.analyst2,HIGH
EPA00004370,2026-08-22 00:00:00,2026-08-23 08:25:20,VDR-12497,EMP12497,Defender,Phishing URL blocked,MEDIUM,Investigating,Alert triggered by abnormal network connection.,C:\Users\user\AppData\Local\Temp\cache.bin,explorer.exe,9893b42960e2a985d4324b035861edea804ed6a390826c169f866b332ca1bf59,,Critical
EPA00002128,,,WS-12003,EMP12003,McAfee,Unusual admin share access,MEDIUM,FALSE_POSITIVE,Process attempted to access sensitive directory.,C:\Windows\System32\drivers\etc\hosts,msedge.exe,E0ECD5B2F6B0B057031A7347614717585EBA87608F9C4D323895F64317E852CF,soc.analyst1,HIGH
EPA00007322,2026-09-01 19:51:00,2026-09-06 00:00:00,LPT-12349,EMP12349,CrowdStrike,Unauthorized USB,LOW,FP,Multiple failed attempts to disable security agent.,C:\Users\user\AppData\Local\Temp\cache.bin,excel.exe,,admin,M
EPA00005828,2026-08-21 00:00:00,2026-08-25 12:30:55,lpt-11357,EMP11357,McAfee,MALWARE_DETECTED,LOW,O,Alert generated from heuristic engine. Possible false positive.,,,0a7b4b4d50fa6743fbd042dcd548fea2de6073a08ad03102aeac074a4e078fbd,soc.analyst2,Critical
EPA00001056,2026-08-21 10:32:00,,,EMP11961,CrowdStrike,suspicious_powershell,MEDIUM,Not Malicious,Endpoint agent blocked execution. Review required.,,,04d694d8c512f471c520d8004fc8ede13d3b60248a138cff6cf20bc854e8c319,unassigned,High
EPA00001484,2026-08-02 18:15:51,,lpt-11276,EMP11276,Carbon Black,ransomware_behavior,MEDIUM,Not Malicious,Endpoint protection detected suspicious activity on host.,C:\Users\user\Desktop\salary.xlsx,chrome.exe,,unassigned,Low
EPA00006860,,,VDR-10740,EMP10740,Kaspersky,Unusual admin share access,MEDIUM,Unassigned,Alert triggered by abnormal network connection.,C:\ProgramData\svc\agent.dll,,1fac6e22c7de68cef10183d92393876d8a20f6a41a27d3dd3b69be776972809b,unassigned,M
EPA00002390,2026-08-27 00:00:00,,VDR-10848,EMP10848,Defender,ransomware_behavior,MEDIUM,R,Endpoint agent blocked execution. Review required.,C:\Windows\System32\drivers\etc\hosts,python.exe,e30e207bb16ded5c5fda7d86928442223108dd62d1567f0524d145319ae42612,,M
EPA00006472,2026-08-10 00:00:00,2026-08-14 05:30:00,WS-12853,EMP12853,Kaspersky,ransomware_behavior,CRITICAL,FALSE_POSITIVE,Endpoint agent blocked execution. Review required.,E:\Backup\data.rar,,3d8359ccf979946ec4462b86202b170825b994e9093fcf027ce8cf147216ad96,,H
EPA00006680,2026-08-05 11:34:10,,WS-12827.corp.local,EMP12827,Windows Defender,ransomware_behavior,LOW,Open,User reported machine slowdown after popup. AV alert generated.,,,e982d3d09353e80751ad6594a89978b9772dacb50d27a96364fc6c45bd716f2f,,Low
EPA00005559,2026-09-08 22:45:00,2026-09-08 02:45:49,LPT-11970,EMP11970,Kaspersky,MALWARE_DETECTED,LOW,R,Alert triggered by abnormal network connection.,C:\Users\user\AppData\Local\Temp\cache.bin,excel.exe,8d53149faa1a5f26dc8d164baca445ae97,unassigned,
EPA00001748,2026-08-17 08:48:03,2026-08-21 14:48:00,WS-11711.corp.local,EMP11711,Windows Defender,ransomware_behavior,MEDIUM,Closed,Alert generated from heuristic engine. Possible false positive.,C:\Users\Public\Downloads\invoice.exe,explorer.exe,470162da4c2a3d35786b2442dcbc20f77864c825731e92d863fe0f45d30a3274,incident.team,High
EPA00004551,2026-08-17 16:14:00,2026-08-18 21:14:53,LPT-12107,EMP12107,SentinelOne,Credential dumping attempt,MEDIUM,NEW,Process attempted to access sensitive directory.,C:\Windows\System32\drivers\etc\hosts,powershell.exe,5321ed7cd30a1a5bda64c8a28bcd2e20a7b0ddeb2565b73199572e9b88ae6d78,,L
EPA00001673,,,WS-10261,EMP10261,Windows Defender,Lateral movement detected,LOW,Resolved,Malicious file blocked. User notified. Need validation.,C:\ProgramData\svc\agent.dll,explorer.exe,00383d5b947dcb4b10a7ed34806571cbc272f2687290322c51374d4b0ba0b822,soc.analyst1,M
EPA00001321,2026-08-18 13:54:13,2026-08-20 04:54:00,VDR_12436,EMP12436,Kaspersky,Credential dumping attempt,LOW,Open,Suspicious script execution observed. Logs attached.,C:\Users\Public\Downloads\invoice.exe,cmd.exe,8ded59c9fb33a25e6babc0a5c5701173d7,,LOW
EPA00001732,2026-09-06 23:45:31,,,EMP12372,Windows Defender,Lateral movement detected,HIGH,O,User reported machine slowdown after popup. AV alert generated.,C:\Windows\Temp\update.tmp,,72965a00482ea91e557dd80866ad4605e1d50eb74,admin,Medium
EPA00004757,2026-09-09 19:27:38,2026-08-09 19:27:38,WS-11852,EMP11852,Defender,Trojan:Win32,MEDIUM,IN_PROGRESS,Endpoint protection detected suspicious activity on host.,,unknown,6c5cfffa83cbd0d08f220b1dc2e2d976553095448d9a5a34ac0eeac39f36a205,incident.team,M
EPA00001872,2026-09-08 07:15:25,2026-09-09 15:15:25,VDR-10925,EMP10925,McAfee,Suspicious PowerShell Execution,CRITICAL,Open,Endpoint protection detected suspicious activity on host.,,excel.exe,,incident.team,Medium
EPA00000504,2026-09-09 00:00:00,2026-09-11 09:00:19,WS-12221,EMP12221,CrowdStrike,Keylogger suspected,LOW,In Progress,Multiple failed attempts to disable security agent.,C:\Users\user\Desktop\salary.xlsx,python.exe,,,
EPA00003054,,2026-08-13 00:00:00,VDR-11327,EMP11327,SYMANTEC,Keylogger suspected,CRITICAL,N,Threat detected after file download from external website.,C:\ProgramData\svc\agent.dll,explorer.exe,25ea40afdc4d6a9382d9000cf2f9e7807737d3a4d8bfd721ebe6d1c328a4b81b,,Critical
EPA00001145,2026-09-08 00:00:00,2026-09-10 06:13:08,VDR-11302.corp.local,EMP11302,Carbon Black,MALWARE_DETECTED,LOW,FP,Malicious file blocked. User notified. Need validation.,C:\Users\Public\Downloads\invoice.exe,unknown,ad75b08820839cc3bcb7feeaf1176e8bcf0afa859b6bd00cf8dc507e1d428d7c,,LOW
EPA00001730,,2026-09-07 10:38:40,WS-12698,EMP12698,McAfee,Trojan:Win32,MEDIUM,False Positive,Alert triggered by abnormal network connection.,C:\Windows\System32\drivers\etc\hosts,powershell.exe,20a99793f7b5042e8d460ee463c9de404bab50835762e0e9f7db88b8935fac8e,admin,Critical
EPA00002684,2026-07-08 03:41:44,2026-08-07 15:41:44,WS_12833,EMP12833,Carbon Black,Suspicious PowerShell Execution,HIGH,R,Suspicious script execution observed. Logs attached.,,explorer.exe,b085199acb7e969952fae151d0c50259222a36ccde2767be2483aff630e13e9d,admin,L
EPA00002062,,,VDR-11666,EMP11666,Defender,Phishing URL blocked,MEDIUM,Open,Endpoint protection detected suspicious activity on host.,,,379461f6cab71cf4dcfcaf7830bc486ca4c5c282dba12af850e50e7c25cafeb7,,H
EPA00001085,2026-08-22 00:00:00,2026-08-25 23:55:40,WS-10553.corp.local,EMP10553,McAfee,Malware detected,HIGH,NEW,Alert generated from heuristic engine. Possible false positive.,C:\Users\Public\Downloads\invoice.exe,explorer.exe,d606f21d13cd19d1b5857afc54297f51f316a1f12dfeafa2c7116e968dc8dddd,soc.analyst2,LOW
EPA00005062,2026-08-23 16:45:04,,ws-10841,EMP10841,Carbon Black,Suspicious PowerShell Execution,LOW,OPEN,Threat detected after file download from external website.,,explorer.exe,9c58b0fcd4020f21369d8c5a875a9878b83d351ecac0074cd6377740be7b915b,,Critical
EPA00001794,2026-08-11 02:17:00,,LPT-10306,EMP10306,SentinelOne,MALWARE_DETECTED,LOW,Open,Endpoint agent blocked execution. Review required.,C:\Windows\Temp\update.tmp,explorer.exe,a07b9298fda1eadb2fd62a232c0c012720b411c82be0f52bb0dc33b7360a4821,incident.team,High
EPA00007124,2026-08-21 06:39:51,,WS-11458,EMP11458,SentinelOne,suspicious_powershell,LOW,WIP,User reported machine slowdown after popup. AV alert generated.,,unknown,81839d02c94d725d6d1854621d31cc009490eadbb23701f15231bc9f6e090412,soc.analyst2,Low
